02,22,15851.389648,16187.400391,15816.830078,16111.049805
02,23,16230.379883,16350.379883,16001.190430,16052.049805
02,24,15851.129883,16006.450195,15753.769531,15915.790039
02,25,15983.469727,16218.290039,15953.929688,16140.339844
02,26,16311.519531,16472.500000,16188.410156,16188.410156
02,29,16313.309570,16464.750000,16026.759766,16026.759766
03,01,16013.000000,16099.419922,15857.370117,16085.509766
03,02,16391.480469,16815.250000,16388.919922,16746.550781
03,03,16695.779297,16962.949219,16691.939453,16960.160156
03,04,16927.359375,17042.919922,16861.380859,17014.779297
03,07,17024.640625,17026.250000,16894.580078,16911.320313
03,08,16889.480469,16909.789063,16570.220703,16783.150391
03,09,16625.589844,16706.250000,16494.800781,16642.199219
03,10,16811.000000,16887.599609,16713.130859,16852.349609
03,11,16610.179688,17015.300781,16575.750000,16938.869141
03,14,17155.519531,17291.349609,17149.210938,17233.750000
03,15,17219.890625,17279.300781,17042.560547,17117.070313
03,16,16981.359375,17102.449219,16950.839844,16974.449219
03,17,17107.599609,17253.029297,16814.839844,16936.380859
03,18,16883.750000,16920.910156,16613.689453,16724.810547
03,22,16937.310547,17107.800781,16851.210938,17048.550781
03,23,17066.269531,17142.080078,16964.310547,17000.980469
03,24,16979.390625,17041.160156,16843.990234,16892.330078
03,25,16949.529297,17026.140625,16889.400391,17002.750000
03,28,17129.269531,17167.880859,16961.410156,17134.369141
03,29,16985.279297,17137.199219,16948.429688,17103.529297
03,30,17078.029297,17078.029297,16875.910156,16878.960938
03,31,16997.140625,17033.650391,16758.669922,16758.669922
04,01,16719.560547,16719.560547,16113.009766,16164.160156
04,04,16087.759766,16238.509766,16029.500000,16123.269531
04,05,16044.230469,16066.179688,15698.549805,15732.820313
04,06,15727.700195,15828.610352,15612.910156,15715.360352
04,07,15739.259766,15871.099609,15636.209961,15749.839844
04,08,15597.040039,16027.629883,15471.799805,15821.519531
04,11,15761.570313,15778.740234,15525.490234,15751.129883
04,12,15719.240234,15963.030273,15693.610352,15928.790039
04,13,16142.709961,16405.589844,16132.230469,16381.219727
04,14,16629.830078,16911.050781,16602.169922,16911.050781
04,15,16720.390625,16928.669922,16720.390625,16848.029297
04,18,16521.250000,16526.900391,16254.200195,16275.950195
04,19,16582.660156,16900.330078,16570.500000,16874.439453
04,20,17053.830078,17099.359375,16870.730469,16906.539063
04,21,17187.269531,17381.699219,17144.529297,17363.619141
04,22,17220.470703,17572.490234,17192.390625,17572.490234
04,25,17613.560547,17613.560547,17403.869141,17439.300781
04,26,17358.560547,17426.019531,17200.500000,17353.279297
04,27,17369.679688,17417.539063,17230.230469,17290.490234
04,28,17438.990234,17572.269531,16652.740234,16666.050781
05,02,16357.099609,16357.099609,15975.469727,16147.379883
05,06,16212.669922,16271.610352,15989.349609,16106.719727
05,09,16226.570313,16292.860352,16159.309570,16216.030273
05,10,16307.500000,16587.630859,16229.150391,16565.189453
05,11,16736.720703,16814.640625,16536.609375,16579.009766
05,12,16459.689453,16658.070313,16374.589844,16646.339844
05,13,16804.169922,16804.169922,16400.869141,16412.210938
05,16,16391.919922,16632.619141,16391.919922,16466.400391
05,17,16618.949219,16655.890625,16509.310547,16652.800781
05,18,16611.400391,16795.470703,16513.169922,16644.689453
05,19,16807.460938,16841.039063,16590.160156,16646.660156
05,20,16594.990234,16770.869141,16548.339844,16736.349609
05,23,16671.279297,16691.500000,16417.839844,16654.599609
05,24,16605.039063,16605.039063,16471.369141,16498.759766
05,25,16764.349609,16806.029297,16731.119141,16757.349609
05,26,16927.689453,16957.560547,16743.169922,16772.460938
05,27,16830.500000,16901.089844,16792.730469,16834.839844
05,30,16973.720703,17068.019531,16910.189453,17068.019531
05,31,17029.460938,17251.359375,16988.640625,17234.980469
06,01,17097.220703,17145.949219,16908.919922,16955.730469
06,02,16817.259766,16819.849609,16525.470703,16562.550781
06,03,16599.509766,16716.140625,16554.599609,16642.230469
06,06,16373.320313,16581.300781,16322.639648,16580.029297
06,07,16651.050781,16701.009766,16536.230469,16675.449219
06,08,16722.490234,16830.919922,16581.710938,16830.919922
06,09,16742.029297,16785.830078,16587.769531,16668.410156
06,10,16637.509766,16643.359375,16496.109375,16601.359375
06,13,16319.110352,16335.379883,16019.179688,16019.179688
06,14,16001.190430,16082.500000,15762.089844,15859.000000
06,15,15799.070313,15997.299805,15752.009766,15919.580078
06,16,15871.219727,15913.080078,15395.980469,15434.139648
06,17,15631.790039,15774.870117,15582.940430,15599.660156
06,20,15839.059570,16035.440430,15835.860352,15965.299805
06,21,15875.809570,16202.299805,15770.959961,16169.110352
06,22,16095.809570,16160.990234,15980.650391,16065.719727
06,23,16098.610352,16263.870117,16057.860352,16238.349609
06,24,16333.870117,16389.169922,14864.009766,14952.019531
06,27,15153.080078,15323.950195,15061.660156,15309.209961
06,28,15094.709961,15443.820313,14987.790039,15323.139648
06,29,15523.349609,15626.660156,15398.309570,15566.830078
06,30,15752.709961,15781.690430,15575.919922,15575.919922
07,01,15698.019531,15765.000000,15635.570313,15682.480469
07,04,15554.040039,15805.309570,15553.919922,15775.799805
07,05,15682.160156,15702.040039,15602.730469,15669.330078
07,06,15434.459961,15434.459961,15167.980469,15378.990234
07,07,15346.809570,15418.900391,15241.910156,15276.240234
07,08,15326.839844,15399.700195,15106.519531,15106.980469
07,11,15375.940430,15816.669922,15375.940430,15708.820313
07,12,15961.299805,16237.620117,15956.910156,16095.650391
07,13,16343.000000,16444.250000,16196.440430,16231.429688
07,14,16242.200195,16398.730469,16229.259766,16385.890625
07,15,16396.119141,16607.320313,16396.119141,16497.849609
07,19,16612.089844,16726.710938,16514.660156,16723.310547
07,20,16646.919922,16692.839844,16554.029297,16681.890625
07,21,16855.179688,16938.960938,16740.000000,16810.220703
07,22,16612.900391,16691.810547,16566.980469,16627.250000
07,25,16655.810547,16778.650391,16612.330078,16620.289063
07,26,16535.810547,16535.810547,16323.099609,16383.040039
07,27,16526.060547,16821.429688,16526.060547,16664.820313
07,28,16596.150391,16616.279297,16450.279297,16476.839844
07,29,16359.679688,16679.189453,16174.349609,16569.269531
08,01,16415.310547,16677.490234,16319.150391,16635.769531
08,02,16469.679688,16541.880859,16391.449219,16391.449219
08,03,16227.280273,16275.339844,16056.669922,16083.110352
08,04,16168.339844,16270.120117,15921.040039,16254.889648
08,05,16278.990234,16355.980469,16230.700195,16254.450195
08,08,16462.289063,16652.039063,16455.570313,16650.570313
08,09,16632.410156,16779.589844,16630.560547,16764.970703
08,10,16699.080078,16822.859375,16657.589844,16735.119141
08,12,16877.179688,16943.669922,16818.429688,16919.919922
08,15,16866.890625,16932.109375,16844.580078,16869.560547
08,16,16878.660156,16887.570313,16596.509766,16596.509766
08,17,16596.259766,16772.109375,16596.259766,16745.640625
08,18,16649.910156,16714.609375,16481.410156,16486.009766
08,19,16558.380859,16613.039063,16452.619141,16545.820313
08,22,16599.259766,16631.230469,16540.939453,16598.189453
08,23,16549.820313,16663.640625,16452.009766,16497.359375
08,24,16550.210938,16648.070313,16544.390625,16597.300781
08,25,16580.150391,16628.789063,16520.839844,16555.949219
08,26,16485.550781,16490.529297,16320.429688,16360.709961
08,29,16631.060547,16764.640625,16616.650391,16737.490234
08,30,16690.980469,16752.160156,16677.849609,16725.359375
08,31,16857.830078,16917.859375,16836.960938,16887.400391
09,01,16885.160156,16941.179688,16864.560547,16926.839844
09,02,16903.779297,16946.490234,16848.119141,16925.679688
09,05,17131.519531,17156.359375,17009.210938,17037.630859
09,06,17035.029297,17097.589844,17022.640625,17081.980469
09,07,16937.380859,17024.259766,16903.199219,17012.439453
09,08,16984.000000,17001.839844,16836.650391,16958.769531
09,09,16994.369141,17029.779297,16902.089844,16965.759766
09,12,16748.359375,16802.000000,16601.539063,16672.919922
09,13,16764.650391,16787.060547,16658.400391,16729.039063
09,14,16632.060547,16706.609375,16585.800781,16614.240234
09,15,16512.419922,16528.019531,16359.780273,16405.009766
09,16,16458.740234,16532.839844,16415.859375,16519.289063
09,20,16403.220703,16591.699219,16403.220703,16492.150391
09,21,16471.849609,16823.630859,16399.650391,16807.619141
09,23,16759.839844,16808.589844,16725.529297,16754.019531
09,26,16707.449219,16707.449219,16514.929688,16544.560547
09,27,16390.910156,16683.929688,16285.410156,16683.929688
09,28,16504.990234,16515.839844,16385.029297,16465.400391
09,29,16606.300781,16756.429688,16584.140625,16693.710938
09,30,16474.449219,16497.550781,16407.779297,16449.839844
10,03,16566.029297,16652.160156,16554.830078,16598.669922
10,04,16661.509766,16747.199219,16637.820313,16735.650391
10,05,16787.890625,16844.349609,16728.189453,16819.240234
10,06,16913.599609,16971.279297,16888.769531,16899.099609
10,07,16883.119141,16895.130859,16820.210938,16860.089844
10,11,16936.310547,17074.460938,16931.119141,17024.759766
10,12,16850.730469,16951.539063,16839.410156,16840.000000
10,13,16923.820313,16974.250000,16739.730469,16774.240234
10,14,16751.039063,16866.560547,16727.779297,16856.369141
10,17,16871.839844,16954.439453,16821.490234,16900.119141
10,18,16862.310547,16966.900391,16844.169922,16963.609375
10,19,16952.910156,17016.660156,16938.460938,16998.910156
10,20,16999.359375,17235.500000,16992.140625,17235.500000
10,21,17283.750000,17288.890625,17151.980469,17184.589844
10,24,17216.560547,17244.740234,17162.210938,17234.419922
10,25,17298.630859,17381.800781,17298.630859,17365.250000
10,26,17329.029297,17391.839844,17295.460938,17391.839844
10,27,17346.390625,17414.210938,17278.119141,17336.419922
10,28,17448.250000,17461.029297,17406.720703,17446.410156
10,31,17360.890625,17433.130859,17327.619141,17425.019531
11,01,17380.539063,17473.119141,17339.640625,17442.400391
11,02,17238.000000,17283.599609,17080.589844,17134.679688
11,04,16964.500000,16996.089844,16801.980469,16905.359375
11,07,17126.029297,17186.890625,17056.839844,17177.210938
11,08,17242.699219,17247.039063,17130.830078,17171.380859
11,09,17281.949219,17427.710938,16111.809570,16251.540039
11,10,16562.859375,17393.820313,16560.660156,17344.419922
11,11,17526.609375,17621.730469,17333.490234,17374.789063
11,14,17467.490234,17697.330078,17455.779297,17672.619141
11,15,17690.220703,17727.580078,17605.769531,17668.150391
11,16,17832.509766,17886.439453,17807.470703,17862.210938
11,17,17766.609375,17884.060547,17764.080078,17862.630859
11,18,18024.210938,18043.720703,17967.410156,17967.410156
11,21,18038.089844,18129.029297,18007.789063,18106.019531
11,22,18091.050781,18175.630859,18050.550781,18162.939453
11,24,18329.779297,18382.720703,18310.310547,18333.410156
11,25,18387.589844,18482.939453,18288.500000,18381.220703
11,28,18302.580078,18374.929688,18222.820313,18356.890625
11,29,18263.630859,18327.509766,18258.820313,18307.039063
11,30,18356.029297,18370.310547,18280.660156,18308.480469
12,01,18535.240234,18746.279297,18469.269531,18513.119141
12,02,18435.550781,18469.679688,18315.380859,18426.080078
12,05,18349.919922,18365.740234,18227.390625,18274.990234
12,06,18457.199219,18484.800781,18318.990234,18360.539063
12,07,18434.539063,18502.470703,18410.880859,18496.689453
12,08,18674.189453,18765.470703,18614.009766,18765.470703
12,09,18839.980469,19042.480469,18821.410156,18996.369141
12,12,19183.820313,19280.929688,19054.000000,19155.029297
12,13,19120.759766,19253.509766,19060.720703,19250.519531
12,14,19270.009766,19284.279297,19184.750000,19253.609375
12,15,19327.699219,19436.900391,19192.599609,19273.789063
12,16,19438.390625,19439.970703,19360.359375,19401.150391
12,19,19345.839844,19399.259766,19307.140625,19391.599609
12,20,19367.839844,19511.199219,19356.810547,19494.529297
12,21,19547.279297,19592.900391,19375.189453,19444.490234
12,22,19396.849609,19427.669922,19327.509766,19427.669922
12,26,19394.410156,19432.480469,19385.939453,19396.640625
12,27,19353.429688,19478.580078,19352.060547,19403.060547
12,28,19392.109375,19442.130859,19364.730469,19401.720703
12,29,19301.039063,19301.039063,19092.220703,19145.140625
12,30,18997.679688,19176.810547,18991.589844,19114.369141
